Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_warning,Logcat_error,Logcat_debug,Logcat_total,Process_total,Category,Family
87609,3312,10904,69576,68236,10336,66740,48580,18159,225,11,9,5,2,21,33,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8,16,0,6,0,0,8,30,1,2,0,0,2,1,0,0,0,0,1,2,1,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,75751,85,5620,79,4,1,1610,2460,734,2043,5456,12303,188,Trojan,wkload
51712,4052,10896,38956,93944,5612,22852,17493,5358,142,6,9,6,2,26,34,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,9629,63,8587,108,4,0,2896,2166,625,2229,1551,9467,191,Trojan,gappusin
44962,3444,11016,32524,99816,3460,13852,9154,4697,124,2,5,2,2,10,31,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,54711,74,5745,82,4,0,2026,708,3043,1611,2808,10196,190,Trojan,smsagent
67296,4152,10744,53320,85848,6708,21903,16720,5182,125,5,6,3,2,16,34,6,26,0,0,0,0,79,30,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,56,56,54,52,70,53,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2050,12,4513,13,4,0,2568,1524,3270,699,3339,11400,189,Trojan,autoins
86675,5484,10608,71172,98660,5648,29930,22713,7217,139,3,9,3,5,33,34,23,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,83,5,0,5,2,0,0,0,2,81,10,10,2,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,158,101,2,4,0,0,0,0,0,0,5,0,1,3918,30,23908,40,10,1,1511,567,3069,3390,1828,10365,187,Trojan,mytrackp
80552,4272,10584,68312,90636,4468,29682,22156,7525,152,3,9,3,5,35,34,21,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,77,5,0,5,2,0,0,0,2,75,7,7,2,0,0,4,5,4,8,8,2,45,45,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,146,95,2,2,0,0,0,0,0,0,5,0,1,4243,33,24719,47,10,2,3779,1934,537,1523,2882,10655,187,Trojan,mytrackp
63601,7272,10640,43548,105340,8400,25122,16930,8191,42,2,6,2,2,18,31,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,5,275,0,275,5,0,0,0,0,0,0,0,5,0,0,6,0,23,46,0,16,6,6,34,27,30,20,0,0,0,0,10,0,0,0,0,0,0,0,0,172,15,25,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,5,12531,80,44563,164,3,1,3297,2593,1264,1618,3066,11838,186,Trojan,gappusin
49414,7328,11124,35284,79716,7344,22471,19219,3251,20,2,6,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,6,534,4,461,5,4,0,6731,2441,1144,3660,1516,15492,185,Trojan,smsagent
50856,4884,11024,38796,85632,4900,17593,13050,4542,9,1,5,1,2,11,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,45,90,2,34,0,0,0,0,18,2,0,0,0,0,2,0,0,0,0,4,0,0,0,416,0,0,0,0,32,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,15,62868,544,62640,775,4,2,7163,1335,3338,1516,4493,17845,189,Trojan,rootnik
67603,4100,10776,53268,86432,7240,22008,16692,5315,154,10,6,3,2,17,38,6,24,0,0,0,0,70,26,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,48,48,50,48,62,49,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2128,12,4546,13,4,0,574,2640,3302,1496,2510,10522,187,Trojan,<unknown>
41998,4340,12356,28712,90052,4356,11172,7235,3936,35,3,5,1,2,8,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,5,23839,26,1519,27,4,0,2731,743,2418,2747,1650,10289,186,Trojan,smsagent
54841,8184,11364,35348,72084,10808,14575,12927,1647,23,1,5,1,2,9,27,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,12,0,0,0,7,7,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,0,0,0,0,2,0,2907,942,2456,7546,1503,15354,189,Trojan,autoins
43181,6140,12296,29720,81460,6152,13298,10739,2558,9,2,8,2,2,11,30,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,8,16,7,24,0,0,20,10,28,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,24,0,8,40,1,5400,90,4,2,756,3759,2344,1668,4989,13516,188,Trojan,hyspu
76020,5296,10584,61652,94780,5496,27055,21195,5859,91,2,7,2,5,29,33,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,69,4,0,4,2,0,0,0,2,67,7,7,2,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,130,85,1,2,0,0,0,0,0,0,4,0,1,2612,20,15826,22,9,1,774,2795,1511,3642,1855,10577,187,Trojan,mytrackp
124711,49200,10028,55828,83312,53532,29785,24362,5422,14,1,8,1,4,44,37,11,43,3,0,1,0,321,163,15,0,0,0,0,0,0,7,2,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,182,217,22,0,0,0,13,236,36,4,14,0,0,0,30,0,0,0,0,0,9,0,0,0,0,12,0,14,14,24,0,0,0,0,0,0,0,0,18,168,0,0,0,0,0,0,0,0,60,0,7,9980,84,20942,183,4,3,2475,4478,1331,1630,3670,13584,187,Trojan,lotoor
151740,46300,10700,88980,87196,48056,41207,28890,12316,234,2,6,2,4,36,40,25,44,2,1,1,0,10,4,6,0,0,0,0,0,0,6,4,4,6,8,0,2,0,20,2,0,2,8,0,8,4,0,4,0,0,0,0,1,0,0,42,40,0,4,0,0,274,144,20,4,8,5,14,0,2,0,0,0,0,4,4,0,0,0,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,36,0,2,480123,566,48791,545,4,1,2037,554,1539,1110,1382,6622,188,Trojan,gappusin
35385,3516,12624,25616,81788,3676,9086,5581,3504,13,0,5,1,2,4,26,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,3,0,2846,4748,4021,1475,1246,14336,189,Trojan,mobtes
66108,4220,10768,51700,90736,7360,21757,16673,5083,142,3,6,3,2,14,32,6,24,0,0,0,0,70,26,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,48,48,50,48,62,49,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2050,12,4534,13,4,0,2572,719,2766,1480,3289,10826,185,Trojan,autoins
49700,6896,11108,35544,80292,6912,22471,19434,3036,20,2,6,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,9,534,4,461,5,4,0,4516,1509,977,2515,8339,17856,186,Trojan,smsagent
92847,5040,10592,80196,95104,5200,28014,21878,6135,128,12,7,2,5,33,34,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,72,4,0,4,2,0,0,0,2,70,8,8,2,0,0,3,6,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,136,88,1,2,0,0,0,0,0,0,4,0,1,2612,20,15784,22,10,1,2741,3000,1502,668,2032,9943,187,Trojan,mytrackp
131208,37920,10664,77688,85432,43148,49356,39921,9434,210,7,9,6,4,30,37,13,55,0,0,1,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,0,4,0,102,9,0,9,23,46,15,15,18,33,9,9,68,7,0,0,0,27,33,0,8,0,0,12,11,3,4,0,4,8,0,3,8,0,0,0,2,1,0,0,14,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,33,3,1,5033895,3643,152602,2174,3,0,747,2259,2233,1575,2348,9162,186,Trojan,gappusin
106547,34776,9860,58692,79488,37392,29599,24941,4657,28,2,9,2,5,42,38,12,50,3,0,2,0,363,193,16,0,0,0,0,0,0,9,2,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,234,279,22,0,0,0,14,262,41,4,18,0,0,0,36,0,0,0,0,0,11,0,0,0,0,5,0,18,18,12,0,0,0,0,0,0,0,0,18,216,0,0,0,0,0,0,0,0,76,0,9,13184,91,24532,213,4,3,3853,5741,2956,1676,1392,15618,191,Trojan,lotoor
42851,4500,10432,29424,67484,4512,5354,3820,1533,0,0,2,0,2,2,23,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,822,1988,2392,1501,2159,8862,189,Trojan,gappusin
119412,44260,9904,59704,83960,47300,30209,25290,4918,16,2,8,1,4,39,38,13,47,3,0,1,0,228,108,10,0,0,0,0,0,0,4,1,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,98,110,13,0,0,0,9,132,16,4,8,0,0,0,10,0,0,0,0,0,5,0,0,0,0,12,0,8,8,24,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,35,0,4,9272,67,15626,123,5,3,3057,1953,1521,3633,1063,11227,187,Trojan,lotoor
86027,4676,10560,72000,103312,4788,29901,22490,7410,165,2,9,3,5,29,34,23,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,83,5,0,5,2,0,0,0,2,81,10,10,2,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,158,101,2,4,0,0,0,0,0,0,5,0,1,3918,30,24077,40,8,1,1514,3497,715,1755,3134,10615,186,Trojan,mytrackp
117459,42408,9900,60876,85080,45800,32259,24899,7359,16,2,8,1,4,39,38,12,45,3,0,1,0,198,98,10,0,0,0,0,0,0,4,1,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,106,126,13,0,0,0,8,106,12,4,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,12,0,8,8,24,0,0,0,0,0,0,0,0,18,96,0,0,0,0,0,0,0,0,36,0,4,8384,63,14322,118,6,3,1577,2711,2070,1145,2676,10179,189,Trojan,lotoor
72826,9352,10524,54572,82952,11072,36126,30858,5267,277,4,4,1,4,32,34,25,43,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,0,1,6273,18,2369,33,4,0,1549,541,4907,1535,1513,10045,188,Trojan,styricka
69287,4256,10588,57448,95692,4416,26659,19883,6775,89,2,7,2,5,30,32,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,54,4,0,4,2,0,0,0,2,52,8,8,2,0,0,3,6,3,6,8,0,30,30,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,100,70,1,2,0,0,0,0,0,0,4,0,1,3342,28,17010,33,9,1,1509,2775,1926,667,3041,9918,185,Trojan,mytrackp
45581,5372,12064,28592,87164,9552,17260,12899,4360,29,2,5,1,2,9,25,3,11,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,3,8,0,0,14,14,10,4,4,0,4,0,6,0,0,0,0,0,2,0,0,0,0,141,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,13,0,3,1606,16,3168,21,3,0,870,3910,3138,2968,1516,12402,187,Trojan,cnsms
39926,4548,12032,30028,65132,4560,7906,5137,2768,0,0,4,0,2,2,24,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,18,0,0,0,0,2,0,2528,1975,1868,3556,1565,11492,189,Trojan,mobtes
53212,400,10776,46160,87596,408,17092,15042,2049,18,5,6,1,4,37,44,11,46,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,2,0,0,17,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,20,0,0,0,0,0,0,0,0,4,0,1,0,0,5460,91,5,1,4741,1531,860,3477,2379,12988,197,Trojan,styricka
83311,4064,10592,71312,86868,4220,30034,22543,7490,161,3,9,3,5,26,33,22,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,83,5,0,5,2,0,0,0,2,81,10,10,2,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,158,99,2,4,0,0,0,0,0,0,5,0,1,3918,30,24083,40,9,1,1518,2816,612,3507,1811,10264,186,Trojan,mytrackp
46376,5120,10856,33276,96112,5160,10525,8208,2316,42,3,5,2,2,14,31,5,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,28,0,0,12,2,0,4,4,23,27,0,0,2,0,6,3,0,1,2,6,6,6,6,32,16,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,2,3899,35,3735,42,4,0,1575,2598,728,2210,3281,10392,187,Trojan,smsagent
89382,3628,10896,72404,76480,10312,58507,50119,8387,257,9,14,10,2,19,38,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,13,26,1,16,0,0,18,40,1,2,0,0,2,1,0,0,0,0,1,2,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,49891,57,4080,49,3,1,2025,5626,645,2705,1644,12645,189,Trojan,wkload
52992,9852,9336,22592,76488,11860,13253,10790,2462,22,2,5,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,320,8,660,11,3,0,1049,1490,2520,2951,2727,10737,187,Trojan,autosms
42626,5164,12388,28784,85536,5180,11165,7070,4094,16,3,5,1,2,8,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,21880,25,1479,26,3,0,609,2463,1580,1803,2248,8703,188,Trojan,smsagent
71852,3276,10984,54500,90852,10040,38815,30674,8140,230,6,13,9,2,24,37,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,12,24,1,14,0,0,16,38,1,2,0,0,2,1,0,0,0,0,1,2,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,49815,56,4034,48,3,1,1647,895,2844,3809,2536,11731,187,Trojan,wkload
49226,2552,10764,40332,86488,2560,23638,18053,5584,827,2,7,4,2,10,33,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,0,0,10,10,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,8128,36,6131,62,4,0,554,2703,4587,1540,1869,11253,187,Trojan,gappusin
54660,2004,10664,41992,92308,5424,20830,15769,5060,118,2,8,2,2,25,33,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,6,0,0,0,3,0,3,3,0,3,0,0,3,0,0,4,0,9,18,5,2,4,4,0,0,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,80,2,4860,81,6,3,1562,2146,2497,608,2938,9751,186,Trojan,hyspu
113072,40348,9932,57720,82944,45380,32090,25009,7080,16,2,7,1,4,39,38,12,44,3,0,1,0,612,324,21,0,0,0,0,0,0,9,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,187,187,8,0,0,0,20,380,49,2,18,0,0,0,33,0,0,0,0,0,16,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,9,200,0,0,0,0,0,0,0,0,80,0,9,17704,113,29750,220,4,2,3324,3947,4820,1662,1505,15258,190,Trojan,lotoor
77361,5304,10580,62396,95516,5452,27162,21441,5720,112,2,7,2,5,23,33,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,73,4,0,4,2,0,0,0,2,71,8,8,2,0,0,3,6,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,138,89,1,2,0,0,0,0,0,0,4,0,1,2612,20,15768,22,9,1,3101,586,2778,1821,1516,9802,185,Trojan,mytrackp
56921,3508,10616,43444,84468,6248,27472,24021,3450,121,7,5,2,2,20,32,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,1088,4,567,6,3,0,1657,2806,4020,517,2093,11093,190,Trojan,styricka
